	match_id	time	type	key	slot	player_slot
103	5981262647	502	chat	g	0	0.0
104	5981262647	502	chat	g	4	4.0
105	5981262647	706	chatwheel	7	1	1.0
106	5981262647	706	chatwheel	7	1	1.0
107	5981262647	707	chatwheel	7	2	2.0
108	5981262647	707	chatwheel	324	3	3.0
109	5981262647	1387	chatwheel	324	3	3.0
110	5981262647	1405	chatwheel	324	3	3.0
111	5981262647	1407	chatwheel	28004	0	0.0
112	5981262647	1407	chatwheel	97003	1	1.0
113	5981262647	1407	chatwheel	97003	1	1.0
114	5981262647	1407	chat	GG	6	129.0
115	5981262647	1409	chat	gg	8	131.0
116	5981262647	1410	chat	GG	5	128.0
117	5981262647	1410	chat	GG	9	132.0
118	5981262647	1410	chat	gg	1	1.0
119	5981262647	1412	chat	gg	3	3.0
120	5981262647	1414	chat	Gg	2	2.0
121	5981262647	1424	chatwheel	9002	3	3.0
122	5981262647	1426	chatwheel	9001	3	3.0
123	5981259364	-845	chatwheel	65	8	131.0
124	5981259364	-283	chatwheel	80	6	129.0
125	5981259364	-86	chatwheel	86008	8	131.0
126	5981259364	-85	chatwheel	68003	0	0.0
127	5981259364	-85	chatwheel	18002	2	2.0
128	5981259364	-84	chatwheel	86008	8	131.0
129	5981259364	-82	chatwheel	36007	3	3.0
130	5981259364	-82	chatwheel	36006	3	3.0
131	5981259364	-79	chatwheel	26003	1	1.0
132	5981259364	-76	chatwheel	129007	9	132.0
133	5981259364	-74	chatwheel	42001	6	129.0
134	5981259364	-74	chatwheel	42001	6	129.0
135	5981259364	-71	chatwheel	129007	9	132.0
136	5981259364	-70	chatwheel	80	2	2.0
137	5981259364	-70	chat	salam	5	128.0
138	5981259364	-69	chatwheel	80	6	129.0
139	5981259364	-68	chatwheel	103005	5	128.0
140	5981259364	-66	chat	ку	3	3.0
141	5981259364	-63	chat	gl hf	3	3.0
142	5981259364	-60	chatwheel	51	6	129.0
143	5981259364	-60	chatwheel	51	6	129.0
144	5981259364	-58	chatwheel	80	8	131.0
145	5981259364	-56	chatwheel	58	8	131.0
146	5981259364	-33	chatwheel	18001	2	2.0
147	5981259364	-33	chatwheel	18001	2	2.0
148	5981259364	-31	chatwheel	36001	3	3.0
149	5981259364	-31	chatwheel	36001	3	3.0
150	5981259364	-30	chatwheel	322	4	4.0
151	5981259364	2	chatwheel	36004	3	3.0
152	5981259364	3	chatwheel	36004	3	3.0
153	5981259364	4	chatwheel	26002	1	1.0
154	5981259364	4	chatwheel	68004	0	0.0
155	5981259364	6	chatwheel	18002	2	2.0
156	5981259364	7	chatwheel	86007	8	131.0
157	5981259364	7	chatwheel	86007	8	131.0
158	5981259364	91	chatwheel	323	4	4.0
159	5981259364	102	chatwheel	170	9	132.0
160	5981259364	105	chatwheel	129007	9	132.0
161	5981259364	111	chatwheel	80	2	2.0
162	5981259364	129	chatwheel	80	2	2.0
163	5981259364	166	chatwheel	26003	1	1.0
164	5981259364	442	chatwheel	170	9	132.0
165	5981259364	443	chatwheel	129007	9	132.0
166	5981259364	800	chatwheel	51	6	129.0
167	5981259364	846	chatwheel	19002	4	4.0
168	5981259364	848	chatwheel	323	4	4.0
169	5981259364	851	chatwheel	323	4	4.0
170	5981259364	952	chatwheel	26002	1	1.0
171	5981259364	1045	chatwheel	323	4	4.0
172	5981259364	1048	chatwheel	323	4	4.0
173	5981259364	1048	chatwheel	323	1	1.0
174	5981259364	1068	chatwheel	36004	3	3.0
175	5981259364	1137	chatwheel	323	4	4.0
176	5981259364	1137	chatwheel	323	4	4.0
177	5981259364	1141	chatwheel	18002	2	2.0
178	5981259364	1141	chatwheel	18002	2	2.0
179	5981259364	1170	chatwheel	54	6	129.0
180	5981259364	1174	chatwheel	68004	0	0.0
181	5981259364	1174	chatwheel	18002	2	2.0
182	5981259364	1181	chatwheel	36004	3	3.0
183	5981259364	1181	chatwheel	36004	3	3.0
184	5981259364	1184	chatwheel	86007	8	131.0
185	5981259364	1293	chatwheel	26002	1	1.0
186	5981259364	1296	chatwheel	80	2	2.0
187	5981259364	1370	chatwheel	68003	0	0.0
188	5981259364	1374	chatwheel	323	4	4.0
189	5981259364	1374	chatwheel	323	4	4.0
190	5981259364	1376	chatwheel	323	1	1.0
191	5981259364	1378	chatwheel	36006	3	3.0
192	5981259364	1379	chatwheel	36006	3	3.0
193	5981259364	1444	chatwheel	68004	0	0.0
194	5981259364	1466	chatwheel	36004	3	3.0
195	5981259364	1466	chatwheel	36004	3	3.0
196	5981259364	1590	chatwheel	19002	4	4.0
197	5981259364	1614	chatwheel	36004	3	3.0
198	5981259364	1614	chatwheel	36004	3	3.0
199	5981259364	1726	chatwheel	323	4	4.0
200	5981259364	1797	chatwheel	80	2	2.0
201	5981259364	1867	chatwheel	63	2	2.0
202	5981259364	1914	chatwheel	63	2	2.0
203	5981259364	2027	chatwheel	36004	3	3.0
204	5981259364	2028	chatwheel	36004	3	3.0
205	5981259364	2058	chatwheel	80	2	2.0
206	5981259364	2059	chatwheel	231	3	3.0
207	5981259364	2217	chatwheel	80	8	131.0
208	5981259364	2237	chatwheel	36001	3	3.0
209	5981259364	2237	chatwheel	36001	3	3.0
210	5981259364	2267	chatwheel	36001	3	3.0
211	5981259364	2267	chatwheel	36001	3	3.0
212	5981259364	2460	chatwheel	26002	1	1.0
213	5981259364	2466	chatwheel	54	6	129.0
214	5981259364	2479	chatwheel	36004	3	3.0
215	5981259364	2480	chatwheel	36004	3	3.0
216	5981259364	2546	chatwheel	36001	3	3.0
217	5981259364	2557	chatwheel	63	2	2.0
218	5981259364	2656	chatwheel	7	3	3.0
219	5981259364	2657	chatwheel	36001	3	3.0
220	5981259364	2661	chat	gg	7	130.0
221	5981259364	2662	chatwheel	76	3	3.0
222	5981259364	2663	chat	gg	0	0.0
223	5981259364	2663	chatwheel	323	4	4.0
224	5981259364	2671	chat	ggwp	1	1.0
225	5981243108	-87	chatwheel	11001	6	129.0
226	5981243108	-84	chatwheel	11002	6	129.0
227	5981243108	-82	chatwheel	96002	7	130.0
228	5981243108	-46	chatwheel	11001	6	129.0
229	5981243108	-44	chatwheel	11002	6	129.0
230	5981243108	-16	chatwheel	11001	6	129.0
231	5981243108	209	chatwheel	71	8	131.0
232	5981243108	209	chatwheel	71	8	131.0
233	5981243108	1425	chatwheel	71	0	0.0
234	5981243108	1972	chat	gg	9	132.0
235	5981217610	-632	chatwheel	324	7	130.0
236	5981217610	-630	chatwheel	324	7	130.0
237	5981217610	-628	chatwheel	323	2	2.0
238	5981217610	-627	chatwheel	323	2	2.0
239	5981217610	-624	chatwheel	89	7	130.0
240	5981217610	7	chatwheel	128002	8	131.0
241	5981217610	1265	chatwheel	324	7	130.0
242	5981217610	1267	chatwheel	323	2	2.0
243	5981217610	1268	chatwheel	324	8	131.0
244	5981217610	1604	chatwheel	324	7	130.0
245	5981217610	1604	chatwheel	324	7	130.0
246	5981217610	1611	chatwheel	26003	3	3.0
247	5981217610	1700	chatwheel	324	7	130.0
248	5981217610	1701	chatwheel	324	7	130.0
249	5981217610	1994	chatwheel	102001	6	129.0
250	5981217610	1995	chatwheel	128001	8	131.0
251	5981217610	2067	chatwheel	2	9	132.0
252	5981217610	2767	chat	gg	2	2.0
253	5981217610	2769	chatwheel	324	7	130.0
254	5981217610	2770	chat	gg	4	4.0
255	5981217610	2770	chatwheel	324	7	130.0
256	5981217610	2771	chat	GG	9	132.0
257	5981217610	2775	chat	GG	8	131.0
258	5981188071	-76	chatwheel	88003	5	128.0
259	5981188071	-76	chatwheel	88003	5	128.0
260	5981188071	-72	chatwheel	106007	1	1.0
261	5981188071	91	chatwheel	126001	6	129.0
262	5981188071	91	chatwheel	126002	6	129.0
263	5981188071	91	chat	G	0	0.0
264	5981188071	91	chat	g	9	132.0
265	5981188071	123	chat	g	7	130.0
266	5981188071	282	chatwheel	126001	6	129.0
267	5981188071	372	chatwheel	71	6	129.0
268	5981188071	433	chatwheel	71	6	129.0
269	5981188071	654	chatwheel	61	7	130.0
270	5981188071	654	chatwheel	61	7	130.0
271	5981188071	655	chatwheel	126001	6	129.0
272	5981188071	1282	chatwheel	71	6	129.0
273	5981188071	1282	chatwheel	71	6	129.0
274	5981188071	1444	chatwheel	71	9	132.0
275	5981188071	1444	chatwheel	71	9	132.0
276	5981188071	1910	chat	gg	9	132.0
277	5981165757	-26	chatwheel	25001	8	131.0
278	5981165757	101	chat	=	7	130.0
279	5981165757	101	chat	g	7	130.0
280	5981165757	101	chat	g	4	4.0
281	5981165757	1417	chatwheel	75	7	130.0
282	5981165757	1420	chat	gg	4	4.0
283	5981165757	1422	chat	gg	2	2.0
284	5981165757	1425	chat	gg	9	132.0
285	5981141067	-73	chatwheel	56	4	4.0
286	5981141067	-66	chat	alphared.jackky	4	4.0
287	5981141067	-63	chat	jackky gang	1	1.0
288	5981141067	-60	chatwheel	71	3	3.0
289	5981141067	-60	chatwheel	71	3	3.0
290	5981141067	-58	chatwheel	71	3	3.0
291	5981141067	-58	chat	pg.orca.youk	9	132.0
292	5981141067	-56	chatwheel	56	4	4.0
293	5981141067	-39	chatwheel	71	4	4.0
294	5981141067	-34	chatwheel	95001	1	1.0
295	5981141067	-34	chatwheel	95001	1	1.0
296	5981141067	105	chatwheel	324	9	132.0
297	5981141067	107	chatwheel	322	2	2.0
298	5981141067	109	chatwheel	13005	7	130.0
299	5981141067	110	chatwheel	98003	2	2.0
300	5981141067	259	chatwheel	324	1	1.0
301	5981141067	680	chatwheel	324	9	132.0
302	5981141067	721	chatwheel	73	1	1.0
303	5981141067	869	chatwheel	95001	1	1.0
304	5981141067	1013	chatwheel	324	1	1.0
305	5981141067	1013	chatwheel	324	1	1.0
306	5981141067	1013	chatwheel	61	4	4.0
307	5981141067	1072	chatwheel	61	4	4.0
308	5981141067	1090	chatwheel	95001	1	1.0
309	5981141067	1090	chatwheel	95001	1	1.0
310	5981141067	1091	chatwheel	98001	2	2.0
311	5981141067	1091	chatwheel	98001	2	2.0
312	5981141067	1228	chatwheel	63	4	4.0
313	5981141067	1376	chatwheel	95001	1	1.0
314	5981141067	1376	chatwheel	95001	1	1.0
315	5981141067	1378	chatwheel	98003	2	2.0
316	5981141067	1379	chatwheel	98004	2	2.0
317	5981141067	1423	chatwheel	8	1	1.0
318	5981141067	1423	chatwheel	8	1	1.0
319	5981141067	1895	chatwheel	13004	7	130.0
320	5981141067	1895	chatwheel	13004	7	130.0
321	5981141067	2128	chat	gg	0	0.0
322	5981141067	2130	chat	GGWP	1	1.0
323	5981141067	2130	chatwheel	76	6	129.0
324	5981141067	2130	chat	GGWP	7	130.0
325	5981141067	2137	chat	GG	8	131.0
326	5981119850	-81	chatwheel	131	1	1.0
327	5981119850	-74	chat	hf	2	2.0
328	5981119850	-73	chatwheel	323	1	1.0
329	5981119850	-70	chatwheel	65004	7	130.0
330	5981119850	-69	chatwheel	65004	7	130.0
331	5981119850	-69	chat	glhf	6	129.0
332	5981119850	-65	chatwheel	131	1	1.0
333	5981119850	-63	chatwheel	65	4	4.0
334	5981119850	-63	chatwheel	65	4	4.0
335	5981119850	-62	chatwheel	7	1	1.0
336	5981119850	-61	chat	hf	5	128.0
337	5981119850	-59	chat		8	131.0
338	5981119850	-58	chat	玩的开心	7	130.0
339	5981119850	-33	chatwheel	131	1	1.0
340	5981119850	-30	chatwheel	7	1	1.0
341	5981119850	-27	chatwheel	71	1	1.0
342	5981119850	-26	chatwheel	71	1	1.0
343	5981119850	138	chatwheel	131	1	1.0
344	5981119850	278	chatwheel	71	8	131.0
345	5981119850	278	chatwheel	71	8	131.0
346	5981119850	298	chatwheel	71	8	131.0
347	5981119850	298	chatwheel	71	8	131.0
348	5981119850	474	chatwheel	65004	7	130.0
349	5981119850	476	chatwheel	65004	7	130.0
350	5981119850	518	chatwheel	323	1	1.0
351	5981119850	859	chatwheel	71	8	131.0
352	5981119850	859	chatwheel	71	8	131.0
353	5981119850	888	chatwheel	131	1	1.0
354	5981119850	1461	chatwheel	71	8	131.0
355	5981119850	1713	chatwheel	7	3	3.0
356	5981119850	1748	chatwheel	7	3	3.0
357	5981119850	1774	chatwheel	131	1	1.0
358	5981119850	1802	chat	gg	6	129.0
359	5981119850	1803	chat	gg	3	3.0
360	5981119850	1805	chat	GGWP	2	2.0
361	5981119850	1806	chat	GG WP	4	4.0
362	5981100581	-56	chatwheel	8003	1	1.0
363	5981100581	-55	chatwheel	8003	1	1.0
364	5981100581	-52	chatwheel	15003	0	0.0
365	5981100581	-52	chatwheel	15004	0	0.0
366	5981100581	-48	chatwheel	104004	2	2.0
367	5981100581	325	chatwheel	10	1	1.0
368	5981100581	325	chatwheel	10	1	1.0
369	5981100581	397	chatwheel	13004	7	130.0
370	5981100581	398	chatwheel	13001	7	130.0
371	5981100581	1070	chatwheel	56	4	4.0
372	5981100581	1072	chatwheel	15001	0	0.0
373	5981100581	1251	chat	gg	0	0.0
374	5981100581	1251	chat	gg	4	4.0
375	5981100581	1255	chat	gg	8	131.0
376	5981100581	1256	chatwheel	76	6	129.0
377	5981096443	-66	chat	饮茶先	7	130.0
378	5981096443	-62	chat	3点钟	4	4.0
379	5981096443	890	chatwheel	2001	5	128.0
380	5981096443	1607	chatwheel	75	8	131.0
381	5981096443	1609	chat	gg	4	4.0
382	5981096443	1616	chat	gg	2	2.0
383	5981064408	-145	chatwheel	8	1	1.0
384	5981064408	-90	chatwheel	131	1	1.0
385	5981064408	-37	chatwheel	129004	6	129.0
386	5981064408	-37	chatwheel	129003	6	129.0
387	5981064408	-37	chatwheel	84002	7	130.0
388	5981064408	-37	chatwheel	131	1	1.0
389	5981064408	-37	chat	g	6	129.0
390	5981064408	-37	chat	sec	3	3.0
391	5981064408	-37	chat	ping	3	3.0
392	5981064408	-37	chat	sor	6	129.0
393	5981064408	-37	chat	halo	7	130.0
394	5981064408	-37	chat	wait ping sorry	0	0.0
395	5981064408	-37	chatwheel	323	1	1.0
396	5981064408	-37	chatwheel	131	1	1.0
397	5981064408	-37	chatwheel	129004	6	129.0
398	5981064408	-37	chat	g?	0	0.0
399	5981064408	-37	chatwheel	129003	6	129.0
400	5981064408	-37	chat	rdy	4	4.0
401	5981064408	-37	chat	g	5	128.0
402	5981064408	-37	chat	Sec	3	3.0
403	5981064408	-37	chatwheel	131	1	1.0
404	5981064408	-37	chat	G	4	4.0
405	5981064408	-37	chat	G	4	4.0
406	5981064408	-37	chat	g	5	128.0
407	5981064408	-37	chatwheel	132	0	0.0
408	5981064408	-27	chatwheel	131	1	1.0
409	5981064408	1	chatwheel	44003	4	4.0
410	5981064408	2	chatwheel	323	1	1.0
411	5981064408	2	chatwheel	323	1	1.0
412	5981064408	2	chatwheel	44006	4	4.0
413	5981064408	17	chatwheel	129002	6	129.0
414	5981064408	76	chatwheel	65	4	4.0
415	5981064408	77	chatwheel	44001	4	4.0
416	5981064408	136	chatwheel	44003	4	4.0
417	5981064408	316	chatwheel	71	0	0.0
418	5981064408	347	chatwheel	71	0	0.0
419	5981064408	812	chatwheel	8	1	1.0
420	5981064408	832	chatwheel	131	1	1.0
421	5981064408	874	chatwheel	129003	6	129.0
422	5981064408	999	chatwheel	71	1	1.0
423	5981064408	999	chatwheel	71	1	1.0
424	5981064408	1040	chatwheel	71	1	1.0
425	5981064408	1040	chatwheel	71	1	1.0
426	5981064408	1042	chatwheel	71	1	1.0
427	5981064408	1042	chatwheel	71	1	1.0
428	5981064408	1088	chatwheel	71	1	1.0
429	5981064408	1089	chatwheel	71	1	1.0
430	5981064408	1207	chatwheel	13001	2	2.0
431	5981064408	1282	chatwheel	323	1	1.0
432	5981064408	1299	chatwheel	129004	6	129.0
433	5981064408	1341	chatwheel	71	8	131.0
434	5981064408	1393	chatwheel	71	1	1.0
435	5981064408	1511	chatwheel	131	1	1.0
436	5981064408	1637	chatwheel	13001	2	2.0
437	5981064408	1637	chatwheel	13001	2	2.0
438	5981064408	1829	chat	gg	1	1.0
439	5981064408	1829	chat	GG WP	4	4.0
440	5981064408	1830	chat	GG	3	3.0
441	5981064408	1832	chat	gg	0	0.0
442	5981064408	1834	chatwheel	86001	9	132.0
443	5981064408	1844	chatwheel	131	1	1.0
444	5981051534	-38	chatwheel	71	6	129.0
445	5981051534	-21	chatwheel	71	1	1.0
446	5981051534	446	chatwheel	120001	5	128.0
447	5981051534	963	chatwheel	120001	5	128.0
448	5981051534	1751	chatwheel	120001	5	128.0
449	5981051534	1898	chatwheel	71	6	129.0
450	5981051534	2103	chat	g	2	2.0
451	5981051534	2105	chat	gg	2	2.0
452	5981051534	2105	chatwheel	52001	7	130.0
453	5981051534	2106	chat	gg	4	4.0
454	5981051534	2107	chat	gg	9	132.0
455	5981049190	-85	chat	GLHF MY GANG	6	129.0
456	5981049190	-80	chat	glhf	0	0.0
457	5981049190	-78	chat	sana all	5	128.0
458	5981049190	-67	chat	PG.Orca / PG.Godlike	4	4.0
459	5981049190	-66	chatwheel	71	7	130.0
460	5981049190	-65	chatwheel	71	7	130.0
461	5981049190	-63	chatwheel	32004	6	129.0
462	5981049190	-63	chatwheel	32004	6	129.0
463	5981049190	-39	chatwheel	71	7	130.0
464	5981049190	445	chatwheel	32004	6	129.0
465	5981049190	445	chatwheel	32004	6	129.0
466	5981049190	612	chatwheel	324	6	129.0
467	5981049190	1111	chatwheel	71	9	132.0
468	5981049190	1113	chatwheel	71	9	132.0
469	5981049190	1213	chatwheel	71	7	130.0
470	5981049190	1213	chatwheel	71	7	130.0
471	5981049190	1308	chat	lag	8	131.0
472	5981049190	1308	chat	sec 	8	131.0
473	5981049190	1308	chatwheel	71	6	129.0
474	5981049190	1308	chat	gwr	8	131.0
475	5981049190	1521	chatwheel	61	8	131.0
476	5981049190	1695	chatwheel	324	4	4.0
477	5981049190	1700	chatwheel	324	6	129.0
478	5981049190	2065	chatwheel	1	6	129.0
479	5981049190	2216	chatwheel	71	9	132.0
480	5981049190	2322	chatwheel	56	8	131.0
481	5981049190	2411	chatwheel	32003	6	129.0
482	5981049190	2411	chatwheel	32003	6	129.0
483	5981049190	2418	chatwheel	76	1	1.0
484	5981049190	2419	chat	GG	2	2.0
485	5981049190	2420	chat	GGWP	6	129.0
486	5981049190	2424	chat	gg wp	8	131.0
487	5981049190	2425	chatwheel	323	5	128.0
488	5981049190	2425	chatwheel	323	5	128.0
489	5981049190	2426	chat	gg	5	128.0
490	5981049190	2427	chat	GG	3	3.0
491	5981049190	2428	chatwheel	322	7	130.0
492	5981049190	2428	chatwheel	322	7	130.0
493	5981008349	-870	chatwheel	131	1	1.0
494	5981008349	-216	chatwheel	131	1	1.0
495	5981008349	-89	chat	g	6	129.0
496	5981008349	-89	chatwheel	131	1	1.0
497	5981008349	-89	chat	G	4	4.0
498	5981008349	-89	chatwheel	131	1	1.0
499	5981008349	-89	chatwheel	98002	6	129.0
500	5981008349	-85	chatwheel	52003	4	4.0
501	5981008349	-84	chatwheel	52004	4	4.0
502	5981008349	-70	chatwheel	70	4	4.0
503	5981008349	-70	chatwheel	65	4	4.0
504	5981008349	-65	chatwheel	70	4	4.0
505	5981008349	-65	chatwheel	70	4	4.0
506	5981008349	-53	chatwheel	131	1	1.0
507	5981008349	-50	chatwheel	131	1	1.0
508	5981008349	-23	chatwheel	8	1	1.0
509	5981008349	-10	chatwheel	131	1	1.0
510	5981008349	202	chatwheel	71	0	0.0
511	5981008349	202	chatwheel	71	0	0.0
512	5981008349	214	chatwheel	71	0	0.0
513	5981008349	219	chatwheel	71	0	0.0
514	5981008349	251	chatwheel	131	1	1.0
515	5981008349	254	chatwheel	131	1	1.0
516	5981008349	403	chatwheel	323	1	1.0
517	5981008349	404	chatwheel	52003	4	4.0
518	5981008349	407	chatwheel	323	1	1.0
519	5981008349	410	chatwheel	98001	6	129.0
520	5981008349	451	chatwheel	98001	6	129.0
521	5981008349	525	chat	G	4	4.0
522	5981008349	525	chat	g	8	131.0
523	5981008349	525	chatwheel	71	1	1.0
524	5981008349	525	chatwheel	71	1	1.0
525	5981008349	528	chatwheel	131	1	1.0
526	5981008349	656	chatwheel	323	1	1.0
527	5981008349	695	chatwheel	131	1	1.0
528	5981008349	703	chatwheel	131	1	1.0
529	5981008349	762	chatwheel	131	1	1.0
530	5981008349	813	chatwheel	131	1	1.0
531	5981008349	1231	chatwheel	323	1	1.0
532	5981008349	1245	chatwheel	131	1	1.0
533	5981008349	1247	chatwheel	71	5	128.0
534	5981008349	1270	chatwheel	71	5	128.0
535	5981008349	1271	chatwheel	71	5	128.0
536	5981008349	1399	chatwheel	131	1	1.0
537	5981008349	1400	chatwheel	131	1	1.0
538	5981008349	1458	chatwheel	131	1	1.0
539	5981008349	1478	chatwheel	11	1	1.0
540	5981008349	1506	chatwheel	131	1	1.0
541	5981008349	1507	chatwheel	8	1	1.0
542	5981008349	1560	chatwheel	131	1	1.0
543	5981008349	1587	chatwheel	131	1	1.0
544	5981008349	1598	chatwheel	131	1	1.0
545	5981008349	1667	chatwheel	11	1	1.0
546	5981008349	1669	chatwheel	131	1	1.0
547	5981008349	1671	chatwheel	131	1	1.0
548	5981008349	1691	chatwheel	65	4	4.0
549	5981008349	1704	chatwheel	131	1	1.0
550	5981008349	1757	chatwheel	8	1	1.0
551	5981008349	1767	chatwheel	131	1	1.0
552	5981008349	1771	chatwheel	131	1	1.0
553	5981008349	1780	chatwheel	98001	6	129.0
554	5981008349	1789	chatwheel	10	1	1.0
555	5981008349	1896	chatwheel	131	1	1.0
556	5981008349	1908	chatwheel	131	1	1.0
557	5981008349	1937	chatwheel	131	1	1.0
558	5981008349	1941	chatwheel	94001	2	2.0
559	5981008349	1946	chatwheel	131	1	1.0
560	5981008349	1980	chatwheel	131	1	1.0
561	5981008349	1987	chatwheel	131	1	1.0
562	5981008349	2026	chatwheel	131	1	1.0
563	5981008349	2082	chatwheel	131	1	1.0
564	5981008349	2083	chat	GG	8	131.0
565	5981008349	2083	chat	gg	7	130.0
566	5981008349	2084	chat	GG	6	129.0
567	5981008349	2085	chatwheel	131	1	1.0
568	5980994059	-699	chatwheel	8	8	131.0
569	5980994059	-88	chatwheel	21001	5	128.0
570	5980994059	-88	chatwheel	21001	5	128.0
571	5980994059	-88	chatwheel	128007	7	130.0
572	5980994059	-88	chatwheel	19003	1	1.0
573	5980994059	-88	chatwheel	21004	5	128.0
574	5980994059	-88	chatwheel	51007	6	129.0
575	5980994059	-88	chat	g	0	0.0
576	5980994059	-88	chatwheel	19001	1	1.0
577	5980994059	-88	chatwheel	19001	1	1.0
578	5980994059	-88	chat	g	5	128.0
579	5980994059	-67	chatwheel	21002	5	128.0
580	5980994059	-66	chatwheel	71	0	0.0
581	5980994059	-66	chatwheel	104007	3	3.0
582	5980994059	-65	chatwheel	104006	3	3.0
583	5980994059	-63	chatwheel	21003	5	128.0
584	5980994059	-60	chatwheel	128007	7	130.0
585	5980994059	1	chatwheel	51006	6	129.0
586	5980994059	2	chatwheel	7	5	128.0
587	5980994059	6	chatwheel	128001	7	130.0
