	match_id	match_seq_num	patch	start_time	duration	game_mode	first_blood_time	barracks_status_dire	barracks_status_radiant	tower_status_dire	tower_status_radiant	dire_score	radiant_score	radiant_win	league_id	league_name	radiant_team_id	radiant_team_name	dire_team_id	dire_team_name
15	5980994059	5011035044	48	1620276395	2074	2	117	63	2	2038	1536	38	26	False	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8335015.0	Team Mystery	8261114.0	496 Gaming
16	5980951562	5011000201	48	1620273546	1325	2	79	63	63	1988	1983	9	25	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8261114.0	496 Gaming	8335015.0	Team Mystery
17	5980824702	5010900393	48	1620261122	2335	2	127	63	3	2038	4	49	23	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8254400.0	beastcoast	2672298.0	Infamous Gaming
18	5980781033	5010871163	48	1620256222	3179	2	186	15	51	1572	1796	50	35	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	8254400.0	beastcoast	2672298.0	Infamous Gaming
19	5980748091	5010830939	48	1620252632	1901	2	166	63	12	1974	1568	26	17	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	2672298.0	Infamous Gaming	8254400.0	beastcoast
20	5980739852	5010838253	48	1620252141	3095	2	0	63	15	1840	4	0	0	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	2672298.0	Infamous Gaming	8254400.0	beastcoast
21	5980687608	5010783551	48	1620247994	1986	2	88	63	60	1846	256	33	24	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7391077.0	Thunder Predator	7298091.0	NoPing Esports
22	5980646012	5010737490	48	1620245227	1411	2	0	63	48	1846	1536	20	6	False	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7391077.0	Thunder Predator	7298091.0	NoPing Esports
23	5980627992	5010769801	48	1620244503	4251	2	103	51	0	1926	0	43	27	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8390848.0	Chicken Fighters	8343488.0	Ghost Frogs
24	5980573339	5010697097	48	1620241335	1763	2	106	51	63	6	1846	17	32	True	13109	DPC Spring 21 League (SA) Upper Division presented by OGA 	7391077.0	Thunder Predator	7298091.0	NoPing Esports
25	5980568246	5010683312	48	1620240972	1931	2	409	63	63	1828	1983	4	31	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8343488.0	Ghost Frogs	8390848.0	Chicken Fighters
26	5980449171	5010564648	48	1620234475	1201	2	428	63	63	2046	1846	21	3	False	13150	Pinnacle Cup #1	8255888.0	Team Unique	7542148.0	 EXTREMUM
27	5980441656	5010602658	48	1620234541	3087	2	0	63	0	1972	0	41	29	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8261818.0	Hellbear Smashers	7554697.0	Nigma
28	5980353381	5010521633	48	1620230368	2575	2	369	3	63	1540	1974	15	36	True	13150	Pinnacle Cup #1	7542148.0	 EXTREMUM	8255888.0	Team Unique
29	5980351827	5010517755	48	1620230492	2228	2	0	0	63	1536	1958	27	31	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	7554697.0	Nigma	8261818.0	Hellbear Smashers
30	5980244028	5010413388	48	1620226526	1286	2	189	63	48	1983	1536	23	5	False	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8261397.0	No Bounty Hunter	8359797.0	Level UP
31	5980157106	5010344668	48	1620223314	1449	2	171	63	63	2046	1830	35	10	False	13150	Pinnacle Cup #1	8261648.0	PuckChamp	8390848.0	Chicken Fighters
32	5980124967	5010348704	48	1620222570	2286	2	256	4	63	1536	1974	21	31	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8261397.0	No Bounty Hunter	8359797.0	Level UP
33	5980056805	5010278347	48	1620219584	1990	2	104	63	63	1974	390	21	17	False	13150	Pinnacle Cup #1	8261648.0	PuckChamp	8390848.0	Chicken Fighters
34	5980047911	5010262805	48	1620219252	1658	2	83	63	51	1846	262	31	16	False	12577	LIGA KBBD 	8406039.0	Divergent	8119836.0	Seiryu Esports
35	5980040089	5010263775	48	1620219305	1682	2	65	56	63	1984	1847	8	23	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8359797.0	Level UP	8261397.0	No Bounty Hunter
36	5980002670	5010240513	48	1620217695	2095	2	0	63	32	1974	1536	28	14	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	2108395.0	TNC Predator
37	5979921701	5010170039	48	1620213956	1920	2	50	63	51	1974	262	32	19	False	12942	OEDL Fall Invitational	8062847.0	Galaxy Racer Esports	8261197.0	Motivate.Trust Gaming
38	5979918241	5010174969	48	1620214075	2052	2	6	51	63	1796	1983	10	31	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	2108395.0	TNC Predator
39	5979898223	5010158021	48	1620212897	2137	2	162	51	63	1540	1844	22	26	True	13150	Pinnacle Cup #1	7422789.0	HellRaisers	6685591.0	ViKin.gg
40	5979852763	5010118068	48	1620210638	2029	2	0	44	63	1536	1983	9	39	True	12942	OEDL Fall Invitational	8062847.0	Galaxy Racer Esports	8261197.0	Motivate.Trust Gaming
41	5979845228	5010117786	48	1620210465	1948	2	232	63	15	1974	1540	26	10	False	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	7732977.0	BOOM Esports	2108395.0	TNC Predator
42	5979824549	5010096444	48	1620209082	2186	2	155	63	0	2046	1536	31	6	False	12929	i-联赛	6209166.0	Team Aster	15.0	PSG.LGD
43	5979818737	5010096917	48	1620208893	2051	2	115	9	63	1536	1975	17	34	True	13150	Pinnacle Cup #1	7422789.0	HellRaisers	6685591.0	ViKin.gg
44	5979772879	5010052803	48	1620206404	1754	2	73	63	2	2046	1536	46	19	False	12942	OEDL Fall Invitational	8262532.0	Old n’ Bad	8261197.0	Motivate.Trust Gaming
45	5979755799	5010039060	48	1620205559	1775	2	230	63	63	1958	1975	11	23	True	12929	i-联赛	15.0	PSG.LGD	6209166.0	Team Aster
46	5979751350	5010055021	48	1620205721	2420	2	203	51	63	260	1846	12	24	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	350190.0	Fnatic	8222896.0	Ωmega Esports
47	5979703140	5010005840	48	1620203556	1422	2	0	50	63	1920	1983	8	50	True	12942	OEDL Fall Invitational	8261197.0	Motivate.Trust Gaming	8262532.0	Old n’ Bad
48	5979678381	5009993298	48	1620201866	2130	2	82	4	63	1536	1830	8	25	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	350190.0	Fnatic	8222896.0	Ωmega Esports
49	5979605850	5009939789	48	1620198059	2228	2	219	0	63	0	1983	12	20	True	13108	DPC 2021 Season 2 Upper League (SEA) presented by PGL	8222896.0	Ωmega Esports	350190.0	Fnatic
50	5979489733	5009845409	48	1620190936	1714	2	166	3	63	4	1982	9	26	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8062847.0	Galaxy Racer Esports	8335015.0	Team Mystery
51	5979442366	5009810796	48	1620187366	2266	2	259	1	63	1536	1975	16	30	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8062847.0	Galaxy Racer Esports	8335015.0	Team Mystery
52	5979349643	5009742168	48	1620181173	1839	2	111	63	51	2038	1796	25	6	False	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8261882.0	felt	8180753.0	Arkosh Gaming
53	5979301580	5009707600	48	1620176869	2490	2	5	0	63	0	1847	21	33	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8180753.0	Arkosh Gaming	8261882.0	felt
54	5979245373	5009659161	48	1620170642	2615	2	91	63	0	1956	0	34	30	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8205424.0	The Cut	8272699.0	Simply TOOBASED
55	5979186071	5009628778	48	1620165641	3480	2	0	63	48	1828	0	32	21	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	111474.0	Alliance	8112124.0	Brame
56	5979185588	5009618405	48	1620165597	2632	2	0	59	3	1924	0	26	32	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8205424.0	The Cut	8272699.0	Simply TOOBASED
57	5979142064	5009563965	48	1620162083	1374	2	80	63	15	1982	1574	22	3	False	12986	Octaexon League - Season 4	8131728.0	Hokori	7121518.0	Unknown Team
58	5979128923	5009569426	48	1620161593	2247	2	169	63	63	1972	1844	27	12	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8112124.0	Brame	111474.0	Alliance
59	5979085388	5009528468	48	1620158589	2109	2	0	63	0	1956	1024	24	18	False	12986	Octaexon League - Season 4	7121518.0	Unknown Team	8131728.0	Hokori
60	5979057906	5009516704	48	1620157394	2324	2	49	3	63	1540	1974	9	32	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8112124.0	Brame	111474.0	Alliance
61	5978965744	5009444936	48	1620152402	2781	2	218	7	63	4	1975	22	37	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8291895.0	Tundra Esports 	2586976.0	OG
62	5978862336	5009369160	48	1620147923	2739	2	313	60	63	1920	1846	19	40	True	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8291895.0	Tundra Esports 	2586976.0	OG
63	5978762283	5009277510	48	1620143731	1732	2	186	63	15	2036	1543	26	11	False	13114	DreamLeague Season 15 DPC Western Europe Upper Division	8291895.0	Tundra Esports 	2586976.0	OG
64	5978600733	5009160318	48	1620138246	2451	2	47	15	63	1572	1974	29	33	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8344760.0	Team Bald Reborn	8384158.0	Into The Breach
65	5978449640	5009069341	48	1620133044	3406	2	132	60	3	1440	1540	27	42	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8344760.0	Team Bald Reborn	8384158.0	Into The Breach
66	5978375686	5008969348	48	1620129632	2103	2	290	0	63	0	1975	21	26	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	4.0	EHOME
67	5978337359	5008945122	48	1620127972	1867	2	281	48	63	960	1975	9	18	True	12942	OEDL Fall Invitational	8062847.0	Galaxy Racer Esports	5109000.0	ReckoninG Esports
68	5978319070	5008913276	48	1620127136	1268	2	105	63	63	1828	1983	9	20	True	12929	i-联赛	8126892.0	Team Magma	5.0	INVICTUS GAMING
69	5978296577	5008908946	48	1620126031	2217	2	310	51	63	388	1854	11	26	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	4.0	EHOME	15.0	PSG.LGD
70	5978256892	5008885813	48	1620125117	1442	2	0	63	63	1926	1983	7	30	True	12942	OEDL Fall Invitational	8062847.0	Galaxy Racer Esports	5109000.0	ReckoninG Esports
71	5978248164	5008874142	48	1620123509	2280	2	289	63	51	2022	772	41	16	False	12929	i-联赛	8126892.0	Team Magma	5.0	INVICTUS GAMING
72	5978231499	5008855551	48	1620122533	1720	2	248	63	63	2038	1847	13	26	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	4.0	EHOME
73	5978224515	5008868939	48	1620122128	3096	2	0	12	55	32	1798	0	0	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	4.0	EHOME
74	5978189904	5008824561	48	1620120154	2092	2	204	63	63	2036	1846	19	29	True	12929	i-联赛	8126892.0	Team Magma	5.0	INVICTUS GAMING
75	5978092011	5008762252	48	1620114914	2740	2	114	63	0	2038	1536	23	12	False	12929	i-联赛	8204512.0	Elephant	5.0	INVICTUS GAMING
76	5978081453	5008720704	48	1620114355	789	2	204	63	63	2046	1974	18	4	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	7407260.0	Sparking Arrow Gaming	6209166.0	Team Aster
77	5978034939	5008701560	48	1620111794	1593	2	257	63	63	1924	1982	4	24	True	12929	i-联赛	8204512.0	Elephant	5.0	INVICTUS GAMING
78	5978027805	5008691356	48	1620111398	1511	2	271	60	63	1840	1983	8	28	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	6209166.0	Team Aster	7407260.0	Sparking Arrow Gaming
79	5977976665	5008660160	48	1620108358	1792	2	0	63	63	2046	1831	36	13	False	12929	i-联赛	8204512.0	Elephant	5.0	INVICTUS GAMING
80	5977675277	5008433203	48	1620085306	1948	2	199	48	63	256	1975	19	33	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8271508.0	DogChamp	8262639.0	Electronic Boys
81	5977611024	5008396003	48	1620079766	3430	2	157	48	15	0	1574	42	45	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8271508.0	DogChamp	8262639.0	Electronic Boys
82	5977500797	5008291367	48	1620072662	1768	2	119	63	13	1974	1536	30	22	False	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8252786.0	Incubus Gaming	8186683.0	Latam Defenders
83	5977407270	5008240601	48	1620068427	2345	2	71	51	63	390	1828	23	31	True	13110	DPC Spring 21 League (SA) Lower Division presented by OGA	8186683.0	Latam Defenders	8252786.0	Incubus Gaming
84	5977269883	5008124998	48	1620062937	1404	2	227	48	63	1920	1855	8	35	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8359797.0	Level UP	8113549.0	Hippomaniacs
85	5977171027	5008066426	48	1620059125	2063	2	369	16	63	1536	1983	6	22	True	13115	DreamLeague Season 15 DPC Western Europe Lower Division	8359797.0	Level UP	8113549.0	Hippomaniacs
86	5977042347	5007982527	48	1620055209	2082	2	0	15	63	1572	1982	12	27	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8359896.0	B8	46.0	Team Empire
87	5976906289	5007906259	48	1620051365	2300	2	0	63	0	1982	1536	35	15	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8359896.0	B8	46.0	Team Empire
88	5976750561	5007819800	48	1620046523	3287	2	349	15	48	1540	768	29	16	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	46.0	Team Empire	8359896.0	B8
89	5976634092	5007695369	48	1620041971	1402	2	348	63	63	2038	1958	31	7	False	12929	i-联赛	6209804.0	Royal Never Give Up	726228.0	Vici Gaming
90	5976561964	5007651379	48	1620039194	1650	2	266	0	63	1024	1983	18	36	True	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	8244493.0	Team SMG	6738815.0	Cignal Ultra
91	5976531425	5007646271	48	1620037496	2652	2	140	63	0	1828	0	36	15	False	12929	i-联赛	6209804.0	Royal Never Give Up	726228.0	Vici Gaming
92	5976492200	5007603904	48	1620036072	1476	2	1	63	63	2039	1830	40	14	False	13107	DPC 2021 Season 2 Lower League (SEA) presented by PGL	6738815.0	Cignal Ultra	8244493.0	Team SMG
93	5976392799	5007540659	48	1620030676	2725	2	331	3	63	1540	1846	31	35	True	12929	i-联赛	5.0	INVICTUS GAMING	726228.0	Vici Gaming
94	5976320985	5007471696	48	1620026977	1891	2	0	15	63	1572	1980	19	32	True	12929	i-联赛	5.0	INVICTUS GAMING	726228.0	Vici Gaming
95	5976284416	5007494968	48	1620024948	3190	2	74	60	63	480	1844	4	3	True	13113	DPC Spring 21 League (CN) Lower Division presented by Perfect World	8262566.0	Dragon	8261500.0	Xtreme  Gaming
96	5976234569	5007409608	48	1620021979	2001	2	83	63	63	1974	1830	27	9	False	12929	i-联赛	5.0	INVICTUS GAMING	726228.0	Vici Gaming
97	5976169673	5007353822	48	1620017712	1708	2	246	63	35	2038	1540	22	9	False	13113	DPC Spring 21 League (CN) Lower Division presented by Perfect World	8254195.0	Demon Slayer	7453020.0	Aster.Aries
98	5976120946	5007322671	48	1620014176	1868	2	134	60	63	1952	1975	12	19	True	13113	DPC Spring 21 League (CN) Lower Division presented by Perfect World	7453020.0	Aster.Aries	8254195.0	Demon Slayer
99	5976080845	5007298958	48	1620011575	2242	2	139	63	0	1982	1536	35	20	False	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8359314.0	Pecado Squad Gaming	8376426.0	D2 Hustlers
100	5976035488	5007256237	48	1620007952	1879	2	138	63	0	1972	512	29	13	False	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8359314.0	Pecado Squad Gaming	8376426.0	D2 Hustlers
101	5976005684	5007240703	48	1620005550	2460	2	313	63	0	1798	0	45	16	False	12986	Octaexon League - Season 4	8081301.0	Typical NA 	8254446.0	Black Ice
102	5975980967	5007221739	48	1620003568	2511	2	180	51	63	388	1847	32	34	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8359314.0	Pecado Squad Gaming	8376426.0	D2 Hustlers
103	5975959011	5007205168	48	1620001330	2863	2	10	0	63	0	1844	38	44	True	12986	Octaexon League - Season 4	8081301.0	Typical NA 	8254446.0	Black Ice
104	5975918752	5007163992	48	1619997458	1861	2	0	0	63	1536	1974	21	30	True	12986	Octaexon League - Season 4	7121518.0	Unknown Team	8375259.0	BINOMISTAS
105	5975909052	5007159427	48	1619996604	2290	2	29	0	63	0	1974	14	22	True	13119	DPC Spring 21 Upper Division (NA) presented by BTS	39.0	Evil Geniuses	8230918.0	sadboys
106	5975874809	5007130893	48	1619993827	2204	2	202	63	48	1844	1792	36	19	False	12986	Octaexon League - Season 4	8375259.0	BINOMISTAS	7121518.0	Unknown Team
107	5975849959	5007114477	48	1619992856	1705	2	6	60	63	1792	1854	8	28	True	13119	DPC Spring 21 Upper Division (NA) presented by BTS	39.0	Evil Geniuses	8230918.0	sadboys
108	5975734656	5007012683	48	1619985061	2236	2	109	63	3	2038	1540	50	21	False	13119	DPC Spring 21 Upper Division (NA) presented by BTS	8205424.0	The Cut	7390454.0	Quincy Crew
109	5975673850	5006945901	48	1619982128	985	2	142	63	63	1958	2047	6	24	True	13119	DPC Spring 21 Upper Division (NA) presented by BTS	7390454.0	Quincy Crew	8205424.0	The Cut
110	5975500408	5006807830	48	1619974578	1215	2	166	63	63	1796	1855	3	19	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	1883502.0	Virtus.pro	36.0	Natus Vincere
111	5975398800	5006751659	48	1619970904	1942	2	186	63	63	2038	1830	27	2	False	13116	ESL One DPC Eastern Europe Season 2 Upper Division	36.0	Natus Vincere	1883502.0	Virtus.pro
112	5975250913	5006633747	48	1619965444	1993	2	188	51	63	390	1982	14	41	True	13116	ESL One DPC Eastern Europe Season 2 Upper Division	7119388.0	Team Spirit	8261648.0	PuckChamp
113	5975249331	5006616276	48	1619965072	1821	2	105	15	63	36	2046	11	47	True	12903	YouTube SIVVIT - Big Russian Show	6378559.0	Devil Eyes	8188432.0	WildWays
114	5975148436	5006546607	48	1619961581	2354	2	0	48	63	384	1828	42	50	True	12903	YouTube SIVVIT - Big Russian Show	6682572.0	Arrow Esports	8327581.0	kekwait123
115	5975133627	5006555703	48	1619961059	2727	2	3	59	63	452	1828	35	31	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8169775.0	Lilgun 
116	5975128197	5006547698	48	1619961361	2306	2	307	63	0	1982	1536	37	11	False	13116	ESL One DPC Eastern Europe Season 2 Upper Division	8261648.0	PuckChamp	7119388.0	Team Spirit
117	5975124865	5006513690	48	1619960747	1517	2	67	63	51	2047	262	58	15	False	12903	YouTube SIVVIT - Big Russian Show	8384311.0	zxc дорожник	6378559.0	Devil Eyes
118	5975114546	5006530989	48	1619960356	2669	2	0	63	0	1828	0	38	29	False	12903	YouTube SIVVIT - Big Russian Show	5167450.0	boths try again		
119	5975053924	5006458900	48	1619958011	1544	2	128	63	63	2020	1975	9	17	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	5.0	INVICTUS GAMING
120	5975040712	5006453030	48	1619957481	1683	2	264	3	63	1540	2046	10	30	True	12903	YouTube SIVVIT - Big Russian Show	6378559.0	Devil Eyes	8327581.0	kekwait123
121	5975038115	5006461934	48	1619957375	2210	2	146	0	63	512	1975	24	32	True	13102	MESA Pro Series #3	8169775.0	Lilgun 	8399521.0	Sable Hat
122	5975033939	5006447567	48	1619957203	1673	2	0	63	0	1830	512	29	13	False	12903	YouTube SIVVIT - Big Russian Show				
123	5975031611	5006432416	48	1619957105	1174	2	0	63	63	2047	1974	21	8	False	12903	YouTube SIVVIT - Big Russian Show	6682572.0	Arrow Esports	5167450.0	boths try again
124	5975029268	5006459181	48	1619957005	2563	2	175	63	11	1924	4	29	22	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	8376696.0	Prosti Esli	5014799.0	Nemiga Gaming
125	5974971767	5006400686	48	1619954602	2200	2	51	51	63	1924	1846	12	30	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	5.0	INVICTUS GAMING
126	5974949554	5006384420	48	1619953579	2389	1	246	51	63	960	1847	15	20	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	5014799.0	Nemiga Gaming	8376696.0	Prosti Esli
127	5974944756	5006411549	48	1619953345	3219	2	0	60	15	288	36	1	0	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	15.0	PSG.LGD	5.0	INVICTUS GAMING
128	5974943209	5006394936	48	1619953274	2638	2	396	0	63	0	1828	26	33	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8169775.0	Lilgun 
129	5974918961	5006393351	48	1619952604	3250	2	0	12	63	32	1588	0	0	True	13117	ESL One DPC Eastern Europe Season 2 Lower Division	5014799.0	Nemiga Gaming	8376696.0	Prosti Esli
130	5974866590	5006322563	48	1619949598	1932	2	284	56	63	1792	1975	16	31	True	13102	MESA Pro Series #3	8169775.0	Lilgun 	8399521.0	Sable Hat
131	5974851655	5006312017	48	1619949326	1723	2	345	63	60	1982	1824	24	4	False	13117	ESL One DPC Eastern Europe Season 2 Lower Division	5014799.0	Nemiga Gaming	8376696.0	Prosti Esli
132	5974842910	5006288323	48	1619948459	875	2	238	63	63	1974	2047	6	22	True	12942	OEDL Fall Invitational	7623629.0	ARMY GENIUSES	8262532.0	Old n’ Bad
133	5974803487	5006298856	48	1619946632	3553	2	221	63	51	1798	260	39	27	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	726228.0	Vici Gaming	6209166.0	Team Aster
134	5974794339	5006268275	48	1619946221	2060	2	43	51	12	388	1568	35	35	True	13102	MESA Pro Series #3	8399521.0	Sable Hat	8169775.0	Lilgun 
135	5974781064	5006249560	48	1619945827	1276	2	187	63	63	1828	2047	6	34	True	12942	OEDL Fall Invitational	8261554.0	Army Geniuses	8262532.0	Old n’ Bad
136	5974717775	5006214579	48	1619942768	2369	2	224	63	48	2046	1536	26	12	False	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	6209166.0	Team Aster	726228.0	Vici Gaming
137	5974699547	5006191847	48	1619941907	1385	2	409	63	63	2038	1830	26	4	False	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8262532.0	Old n’ Bad
138	5974640767	5006142986	48	1619939046	1933	1	79	63	51	2022	260	36	21	False	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8262532.0	Old n’ Bad
139	5974631253	5006151721	48	1619938571	2516	2	327	35	63	1536	1974	9	22	True	13112	DPC Spring 21 League (CN) Upper Division presented by Perfect World	6209166.0	Team Aster	726228.0	Vici Gaming
140	5974602688	5006116076	48	1619937123	2071	2	89	51	63	454	1846	39	53	True	13059	Spring Sunshine Cup	8300691.0	Infinite War	8309640.0	Dream Maker
141	5974599688	5006159693	48	1619938118	3425	2	0	12	63	32	1828	0	0	True	12942	OEDL Fall Invitational	8273403.0	YES CHEF	8262532.0	Old n’ Bad
142	5974535576	5006071523	48	1619933558	1645	2	179	63	63	2038	1828	42	24	False	13059	Spring Sunshine Cup	8309640.0	Dream Maker	8300691.0	Infinite War
143	5974503599	5006041777	48	1619931733	1807	2	67	3	63	1540	1983	12	32	True	13113	DPC Spring 21 League (CN) Lower Division presented by Perfect World	8124688.0	LBZS	1520578.0	CDEC 
144	5974492343	5006024318	48	1619931067	1436	2	2	63	48	2046	1792	43	25	False	13059	Spring Sunshine Cup	8300691.0	Infinite War	8309640.0	Dream Maker
145	5974447891	5005992121	48	1619928286	1535	2	3	63	63	1972	1927	51	28	False	13059	Spring Sunshine Cup	8309640.0	Dream Maker	8300691.0	Infinite War
146	5974439505	5006001172	48	1619927741	2582	2	105	0	63	1536	1974	15	33	True	13113	DPC Spring 21 League (CN) Lower Division presented by Perfect World	8124688.0	LBZS	1520578.0	CDEC 
147	5974408048	5005961540	48	1619925693	1288	2	105	63	63	2046	1831	28	17	False	13059	Spring Sunshine Cup	8300691.0	Infinite War	8309640.0	Dream Maker
148	5974353480	5005927034	48	1619922022	1689	2	0	51	63	1792	1983	15	24	True	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8271508.0	DogChamp	8230115.0	5ManMidas
149	5974291868	5005892059	48	1619917212	2449	2	172	63	0	2036	1536	23	19	False	13120	DPC Spring 21 Lower Division (NA) presented by BTS	8230115.0	5ManMidas	8271508.0	DogChamp
150	5974232291	5005833429	48	1619911640	2194	2	112	63	0	2036	0	36	21	False	12986	Octaexon League - Season 4	8131728.0	Hokori	8205424.0	The Cut
