	match_id	account_id	player_slot	hero_id	skill_upgrade_1	skill_upgrade_2	skill_upgrade_3	skill_upgrade_4	skill_upgrade_5	skill_upgrade_6	skill_upgrade_7	skill_upgrade_8	skill_upgrade_9	skill_upgrade_10	skill_upgrade_11	skill_upgrade_12	skill_upgrade_13	skill_upgrade_14	skill_upgrade_15	skill_upgrade_16	skill_upgrade_17	skill_upgrade_18	skill_upgrade_19	skill_upgrade_20	skill_upgrade_21	skill_upgrade_22	skill_upgrade_23	skill_upgrade_24	skill_upgrade_25
10	5981262647	100594231	0	28	5115	5116.0	5116.0	5114.0	5116.0	5117.0	5116.0	5114.0	5114.0	5960.0	5114.0	5117.0	5115.0	5115.0	6889.0	5115.0									
11	5981262647	148526973	1	97	5520	5518.0	5519.0	5519.0	5519.0	5521.0	5519.0	5518.0	5518.0	5518.0															
12	5981262647	324277900	2	16	5104	5102.0	5102.0	5103.0	5103.0	5103.0	5105.0	5102.0	5102.0	6872.0	5103.0	5105.0	5104.0	5104.0	6409.0	5104.0	5105.0								
13	5981262647	345803031	3	9	5048	5050.0	5048.0	5051.0	5048.0	5049.0	5048.0	5051.0	5051.0	5051.0	5902.0	5050.0													
14	5981262647	355168766	4	44	5190	5191.0	5190.0	5192.0	5190.0	5193.0	5191.0	5191.0	5191.0	5190.0	6034.0	5193.0	5192.0	5192.0	490.0	5192.0	5193.0								
15	5981262647	337575662	128	54	5250	631.0	5249.0	5250.0	5250.0	631.0	631.0	5252.0	631.0	5907.0	5249.0	5252.0	5249.0	5249.0	6423.0										
16	5981262647	104512126	129	126	7710	7701.0	7710.0	6470.0	6470.0	7705.0	6470.0	6470.0	7710.0	7710.0	7701.0	7705.0	7701.0												
17	5981262647	187619311	130	61	5280	5282.0	639.0	5280.0	5280.0	5279.0	5280.0	639.0	639.0	6361.0	639.0	5279.0													
18	5981262647	105610776	131	86	5450	5448.0	5450.0	7320.0	5450.0	5452.0	5450.0	7320.0	7320.0	7320.0	5448.0														
19	5981262647	100616105	132	58	5268	5270.0	5268.0	5269.0	5268.0	5267.0	5269.0	5269.0																	
20	5981259364	96196828	0	68	5345	5347.0	5345.0	5346.0	5345.0	5348.0	5345.0	5346.0	5346.0	5346.0	5949.0	5348.0	5347.0	5347.0	6352.0	5347.0	5348.0	6534.0							
21	5981259364	386370442	1	26	5044	5045.0	5046.0	5044.0	5044.0	5047.0	5044.0	5045.0	5045.0	5045.0	5046.0	5047.0	5046.0	5046.0	540.0	5942.0	5047.0	777.0							
22	5981259364	90365989	2	18	5094	5096.0	5094.0	5095.0	5095.0	5097.0	5095.0	5095.0	5096.0	5096.0	5096.0	5097.0	5094.0	673.0	763.0	5094.0	5097.0	716.0	6910.0	6119.0	6289.0				
23	5981259364	112179882	3	36	5158	5159.0	5158.0	5159.0	5158.0	5161.0	5158.0	5160.0	5159.0	5159.0	5982.0	5161.0	5160.0	5160.0	7110.0	5160.0	5161.0	350.0	6703.0						
24	5981259364	217599053	4	19	5108	5106.0	5106.0	5107.0	5106.0	5109.0	5106.0	5107.0	5107.0	5107.0	6137.0	5109.0	5108.0	6937.0	6153.0	6937.0	5109.0	6122.0	6932.0						
25	5981259364	178692606	128	103	5591	5589.0	5591.0	5589.0	5593.0	5594.0	5589.0	5593.0	5593.0	5593.0	5589.0	5594.0	5591.0	5591.0											
26	5981259364	904131336	129	42	5087	5088.0	5086.0	5087.0	5088.0	5088.0	5087.0	5089.0	5088.0	6119.0	5087.0	5089.0	5086.0	5086.0	5919.0	5086.0	5089.0	447.0	741.0						
27	5981259364	237238721	130	13	5069	5071.0	5069.0	5071.0	5072.0	5073.0	5069.0	5069.0	5071.0	5071.0	5072.0	5072.0	5072.0	5073.0	6326.0	767.0	5073.0	6402.0	407.0						
28	5981259364	250306295	131	86	5450	5448.0	5450.0	7320.0	5450.0	5452.0	5450.0	5448.0	5448.0	5448.0	897.0	5452.0	7320.0	7320.0	787.0	7320.0	5452.0	6863.0							
29	5981259364	92487440	132	129	6495	6583.0	6583.0	6582.0	6583.0	6598.0	6583.0	6495.0	6495.0	6495.0	5938.0	6598.0	6582.0	6582.0	5934.0	6582.0	6598.0								
30	5981243108	173880329	0	126	7710	7701.0	7710.0	6470.0	7710.0	7705.0	6470.0	6470.0	6470.0	7710.0	7701.0	7705.0	7701.0	7701.0	7709.0	5938.0	7705.0	7401.0							
31	5981243108	1071549996	1	44	5190	5191.0	5190.0	5192.0	5190.0	5193.0	5191.0	5191.0	5191.0	6034.0	5190.0	5193.0	5192.0	5192.0	490.0	5192.0	5193.0	7383.0							
32	5981243108	130503714	2	101	5582	5581.0	5582.0	5583.0	5583.0	5584.0	5582.0	5583.0	5583.0	5582.0	6034.0	5584.0	5581.0	5581.0	6884.0	5581.0	5584.0								
33	5981243108	136642777	3	16	5104	5102.0	5103.0	5103.0	5103.0	5105.0	5103.0	5102.0	5102.0	5102.0	6872.0	5105.0	5104.0	5104.0	6409.0	5104.0	5105.0	498.0							
34	5981243108	185438531	4	102	5586	5587.0	5586.0	5585.0	5586.0	5588.0	5586.0	5585.0	5585.0	5585.0	5982.0	5588.0	5587.0	5587.0	6601.0	5587.0									
35	5981243108	140680642	128	88	5462	5464.0	5462.0	5464.0	5462.0	5465.0	5462.0	5464.0	5464.0	402.0	5463.0	5465.0	5463.0	5463.0											
36	5981243108	137895298	129	11	5059	5062.0	5059.0	5062.0	5059.0	5062.0	5059.0	5062.0	5064.0	5906.0	5063.0	5064.0	5063.0	5063.0	5063.0	5919.0	5064.0								
37	5981243108	147425150	130	96	5514	5516.0	5516.0	5515.0	5516.0	5517.0	5516.0	5515.0	5514.0	5514.0	5514.0	5517.0	5515.0	5515.0	5933.0										
38	5981243108	1101855381	131	8	5028	5027.0	5028.0	5029.0	5028.0	5030.0	5028.0	730.0	5027.0	5921.0	730.0	5030.0	5029.0	5029.0	628.0	5029.0	5027.0	5030.0	5027.0	7021.0					
39	5981243108	122406805	132	68	5347	5345.0	5347.0	5345.0	5346.0	5348.0	5346.0	5346.0	5346.0	5949.0	5345.0	5348.0													
40	5981217610	137193239	0	8	5028	5028.0	5029.0	5027.0	5028.0	5030.0	5028.0	730.0	730.0	5921.0	5029.0	5030.0	5029.0	730.0	628.0	5029.0	730.0	5030.0	730.0	7021.0	5027.0	5027.0	730.0	5027.0	429.0
41	5981217610	106863163	1	10	5055	5053.0	5055.0	5053.0	5055.0	5057.0	5052.0	5055.0	5052.0	6062.0	5052.0	5057.0	5053.0	5053.0	7060.0	5052.0	5057.0	6840.0	7052.0						
42	5981217610	139937922	2	29	5120	5119.0	5119.0	5120.0	5120.0	5121.0	5120.0	5119.0	5118.0	6926.0	5119.0	5121.0	5118.0	5118.0	6946.0	5118.0	5121.0	6947.0							
43	5981217610	101695162	3	26	5044	5044.0	5045.0	5046.0	5046.0	5047.0	5044.0	5044.0	5045.0	5942.0	5046.0	5047.0	5046.0	5045.0	781.0	5045.0	5047.0	541.0							
44	5981217610	108221389	4	121	8000	8007.0	8007.0	8006.0	8007.0	6491.0	8007.0	8000.0	8000.0	8000.0	705.0	6491.0	8006.0	8006.0	8006.0	508.0									
45	5981217610	148215639	128	54	5250	631.0	5250.0	5249.0	5250.0	5252.0	631.0	631.0	631.0	5907.0	5249.0	5252.0	5249.0	5249.0	6423.0	5250.0	5252.0	452.0	6173.0	5918.0					
46	5981217610	89423756	129	102	5586	5587.0	5586.0	5585.0	5586.0	5588.0	5586.0	5585.0	5585.0	5982.0	5585.0	5588.0	5587.0	5587.0	6142.0	5587.0	5588.0	6136.0							
47	5981217610	129958758	130	2	5008	5007.0	5009.0	5009.0	5009.0	5010.0	5009.0	5007.0	5007.0	5007.0	6250.0	5010.0	5008.0	5008.0	5993.0	5008.0	5010.0	562.0	6608.0						
48	5981217610	207829314	131	128	6488	6483.0	6480.0	6480.0	6480.0	6482.0	6480.0	6483.0	6483.0	6483.0	5959.0	6482.0	6488.0	6488.0	384.0	6488.0	6482.0	382.0							
49	5981217610	373520478	132	97	5519	5520.0	5519.0	5518.0	5519.0	5521.0	5519.0	5518.0	5518.0	5960.0	5518.0	5520.0	5520.0	5521.0	5928.0	5520.0	5521.0	6507.0	6691.0	525.0					
50	5981188071	1071549996	0	8	5028	5028.0	5029.0	5027.0	5028.0	5030.0	5028.0	730.0	5027.0	5921.0	730.0	5030.0	730.0	5027.0	5029.0	5029.0	5029.0	5030.0	628.0	5027.0	7021.0				
51	5981188071	173880329	1	106	5604	5605.0	5605.0	5603.0	5605.0	5606.0	5605.0	5604.0	5604.0	6172.0	5604.0	5606.0	5603.0	5603.0	6647.0	5603.0	5606.0	353.0							
52	5981188071	136642777	2	2	5008	5009.0	5009.0	5007.0	5009.0	5010.0	5009.0	5007.0	5007.0	5007.0	6250.0	5010.0	5008.0	5008.0	5993.0	5008.0	5010.0	562.0							
53	5981188071	130503714	3	26	5044	5045.0	5046.0	5044.0	5047.0	5044.0	5046.0	5046.0	5044.0	5046.0	5045.0	5047.0	5045.0	5045.0	781.0										
54	5981188071	185438531	4	102	5586	5585.0	5586.0	5585.0	5586.0	5588.0	5586.0	5585.0	5585.0	5587.0	5982.0	5588.0	5587.0	5587.0	6601.0	5587.0	5588.0								
55	5981188071	140680642	128	88	5462	5464.0	5462.0	5464.0	5462.0	5465.0	5462.0	5464.0	5463.0	402.0	5464.0	5465.0	5463.0	5903.0	5463.0										
56	5981188071	137895298	129	126	7710	7701.0	7710.0	6470.0	7710.0	7705.0	7710.0	6470.0	6470.0	6470.0	7701.0	7705.0	7701.0	7701.0	7709.0	5938.0	7705.0								
57	5981188071	147425150	130	96	5514	5516.0	5516.0	5515.0	5516.0	5517.0	5516.0	5515.0	5515.0	5910.0	5514.0	5517.0	5514.0	5514.0	5933.0	5515.0									
58	5981188071	1101855381	131	54	5250	631.0	5250.0	631.0	5249.0	5252.0	631.0	631.0	5249.0	5907.0	5249.0	5249.0	5252.0	5250.0	6009.0	5250.0	5252.0								
59	5981188071	122406805	132	68	5347	5345.0	5345.0	5347.0	5345.0	5348.0	5346.0	5346.0	5346.0	5346.0															
60	5981165757	94738847	0	104	5595	5596.0	5596.0	5597.0	5596.0	5595.0	5596.0	5598.0	5595.0	6115.0	5595.0	5598.0	5597.0	5597.0	5906.0										
61	5981165757	137129583	1	15	5083	5082.0	5082.0	5084.0	5082.0	5085.0	5082.0	5083.0	5083.0	749.0	5084.0	5085.0	5084.0	5083.0	5084.0	6281.0									
62	5981165757	94296097	2	87	5458	5460.0	5459.0	5459.0	5459.0	5461.0	5459.0	5458.0	5460.0	6536.0	5458.0	5461.0													
63	5981165757	108382060	3	8	5029	5028.0	5028.0	5027.0	5028.0	5030.0	5028.0	730.0	730.0	5921.0	5027.0	5030.0	5027.0	5029.0	5906.0	5029.0									
64	5981165757	182331313	4	120	6344	7307.0	6344.0	6461.0	6344.0	6343.0	6344.0	6461.0	6461.0	7132.0	6461.0	6343.0	7307.0	7307.0											
65	5981165757	138857296	128	129	6495	6583.0	6583.0	6495.0	6495.0	6598.0	6583.0	6583.0	6495.0	5938.0	6582.0	6598.0	6582.0												
66	5981165757	168028715	129	42	5087	5088.0	5086.0	5087.0	5088.0	5089.0	5087.0	5088.0	5088.0	6119.0	5086.0	5089.0	5087.0	5086.0	6822.0	5086.0									
67	5981165757	139876032	130	26	5044	5045.0	5044.0	5046.0	5044.0	5047.0	5044.0	5045.0	5046.0	5942.0															
68	5981165757	202217968	131	25	5041	5042.0	5040.0	5040.0	5040.0	5043.0	5040.0	5042.0	5042.0	5939.0	5042.0	5043.0	5041.0	5041.0	6195.0	5041.0									
69	5981165757	101259972	132	110	5625	5623.0	5631.0	5626.0	5625.0	5630.0	5625.0	5626.0	5626.0	5626.0															
70	5981141067	153727297	0	61	5280	5282.0	639.0	5280.0	5280.0	5279.0	5280.0	639.0	639.0	639.0	6361.0	5279.0	5282.0	5282.0	5951.0	5282.0	5279.0	6362.0							
71	5981141067	248388120	1	95	5509	5508.0	5509.0	5511.0	5509.0	5509.0	5511.0	5512.0	5511.0	5508.0	5511.0	5512.0	6405.0	5508.0	6959.0	5508.0	5512.0	5973.0							
72	5981141067	292829433	2	98	5525	5526.0	5526.0	5524.0	5525.0	5527.0	5525.0	5526.0	5525.0	7132.0	5526.0	5527.0	5524.0	5524.0	5949.0	5524.0	5527.0								
73	5981141067	190738832	3	26	5044	5045.0	5046.0	5044.0	5044.0	5047.0	5045.0	5046.0	5044.0	5942.0	5045.0	5047.0	5045.0	5046.0	5046.0										
74	5981141067	385295772	4	84	5438	5439.0	5439.0	5440.0	5439.0	5441.0	5439.0	5438.0	5438.0	403.0	5438.0	5441.0	5440.0	5440.0	6311.0										
75	5981141067	58429537	128	5	5127	5126.0	5128.0	5127.0	5127.0	5129.0	5127.0	5128.0	5126.0	772.0	5126.0	5126.0	5128.0	5129.0	7654.0	5128.0	5129.0								
76	5981141067	193815691	129	51	5237	5238.0	5237.0	5239.0	5237.0	5240.0	5237.0	5239.0	5239.0	5239.0	5932.0	5240.0	5238.0	5238.0	6512.0	5238.0									
77	5981141067	104758571	130	13	5069	5072.0	5069.0	5071.0	5069.0	5073.0	5069.0	5071.0	5071.0	5071.0	6009.0	5072.0	5072.0	5072.0	348.0	5073.0	5073.0	797.0	6855.0						
78	5981141067	184138153	131	47	5218	5219.0	5218.0	5220.0	5218.0	5219.0	5221.0	5219.0	5218.0	6565.0	5219.0	5221.0	5220.0	5220.0	5943.0	5220.0	5221.0	5942.0							
79	5981141067	392565237	132	70	5359	5358.0	5359.0	5358.0	5359.0	5360.0	5359.0	5358.0	5358.0	5357.0	5357.0	5360.0	5357.0	5357.0	6195.0	6975.0	5360.0	6132.0	424.0						
80	5981119850	323792491	0	100	7322	7322.0	5565.0	5566.0	7322.0	5568.0	7322.0	5566.0	5566.0	414.0	5566.0	5568.0	5565.0	5565.0	6423.0										
81	5981119850	146711951	1	55	5256	5255.0	5256.0	5257.0	5256.0	5257.0	5256.0	5258.0	5257.0	5257.0	5255.0	5255.0	5255.0	5933.0	6365.0	5258.0	5258.0								
82	5981119850	150862738	2	94	5505	5506.0	5505.0	5504.0	5505.0	5504.0	5505.0	5504.0	5504.0	5938.0	5507.0	5507.0	5506.0	5506.0	6687.0	5506.0	5507.0	7389.0							
83	5981119850	156029808	3	27	5078	5080.0	5080.0	5079.0	5079.0	5081.0	5079.0	5078.0	5079.0	5078.0	5080.0	5081.0	5078.0	5080.0											
84	5981119850	389022189	4	99	5549	5549.0	5550.0	5548.0	5549.0	5550.0	5549.0	5551.0	5550.0	5550.0	5918.0	5551.0	5548.0	5548.0	5959.0	5548.0	5551.0	6079.0							
85	5981119850	150970092	128	17	5098	5100.0	5098.0	5099.0	5100.0	5101.0	5098.0	5100.0	5100.0	7873.0	5098.0	5101.0	5099.0	5099.0	6916.0	5099.0	5101.0	762.0							
86	5981119850	106767376	129	26	5044	5045.0	5046.0	5044.0	5044.0	5047.0	5046.0	5044.0	5045.0	5046.0	5045.0	5045.0	5047.0												
87	5981119850	135492698	130	65	5320	5322.0	5320.0	5322.0	5320.0	5323.0	5320.0	5322.0	5322.0	5321.0	5948.0	5323.0	5321.0	5321.0	512.0	5321.0									
88	5981119850	246523528	131	54	5250	631.0	631.0	5249.0	5250.0	5250.0	631.0	5252.0	631.0	5907.0	5249.0	5252.0	5249.0	5249.0	6009.0	5250.0	5252.0	452.0							
89	5981119850	925571030	132	83	338	5435.0	5435.0	5436.0	5436.0	5437.0	5436.0	5436.0	5435.0	5435.0	338.0	5437.0	338.0												
90	5981100581	153727297	0	15	5083	5082.0	5083.0	5082.0	5082.0	5085.0	5082.0	5084.0	5083.0	5083.0	6034.0	5085.0													
91	5981100581	248388120	1	8	5027	5028.0	5028.0	5029.0	5028.0	5028.0	5030.0	5027.0	5027.0	5921.0	5027.0	5030.0	5029.0	5029.0	628.0										
92	5981100581	292829433	2	104	5595	5597.0	5595.0	5596.0	5595.0	5598.0	5595.0	5596.0	5596.0	5596.0	6115.0	5598.0													
93	5981100581	190738832	3	107	5608	5609.0	5608.0	5610.0	5609.0	5612.0	5609.0	5609.0	5610.0																
94	5981100581	385295772	4	128	6483	6480.0	6480.0	6483.0	6480.0	6482.0	6480.0	6483.0																	
95	5981100581	58429537	128	103	5591	5589.0	5591.0	5589.0	5594.0	5589.0	5589.0	5593.0	5593.0	5593.0															
96	5981100581	193815691	129	101	5582	5581.0	5582.0	5583.0	5582.0	5584.0	5582.0	5583.0	5583.0	5583.0	6034.0	5584.0	5581.0												
97	5981100581	104758571	130	13	5069	5072.0	5069.0	5071.0	5069.0	5073.0	5069.0	5071.0	5071.0	6009.0	5071.0	5072.0	5072.0	5072.0	6326.0										
98	5981100581	184138153	131	2	5008	5009.0	5008.0	5007.0	5009.0	5009.0	5010.0	5009.0	5007.0	5007.0	6250.0	5010.0	5007.0												
99	5981100581	392565237	132	95	5509	5508.0	5510.0	5511.0	5509.0	5512.0	5509.0	5508.0	5508.0	6405.0	5508.0	5512.0	5511.0	5511.0	5511.0	6959.0	5512.0								
100	5981096443	94738847	0	129	6495	6583.0	6583.0	6495.0	6583.0	6598.0	6583.0	6495.0	6495.0	5938.0	6582.0	6598.0	6582.0	6582.0	5934.0	6582.0	6598.0								
101	5981096443	137129583	1	47	5219	5218.0	5218.0	5220.0	5218.0	5221.0	5219.0	5218.0	5220.0	5219.0	5220.0	5221.0	5220.0	5219.0	5993.0	6565.0	5221.0	6165.0							
102	5981096443	94296097	2	87	5458	5459.0	5460.0	5459.0	5459.0	5461.0	5459.0	5460.0	5458.0	5458.0	6536.0	5461.0	5460.0	5458.0											
103	5981096443	108382060	3	10	5055	5053.0	5055.0	5053.0	5055.0	5052.0	5055.0	5052.0	5052.0	5057.0	6062.0	5052.0	5053.0	5053.0	5929.0	5057.0	5057.0	6840.0							
104	5981096443	182331313	4	128	6483	6488.0	6488.0	6483.0	6488.0	6482.0	6488.0	6483.0	6483.0	5959.0	6480.0	6482.0	6480.0	6480.0	6480.0										
105	5981096443	138857296	128	2	5008	5009.0	5009.0	5007.0	5009.0	5010.0	5009.0	5007.0	5007.0	5007.0	6250.0	5008.0	5010.0	5008.0	5993.0	5008.0									
106	5981096443	168028715	129	67	5334	5336.0	5336.0	5334.0	5334.0	5337.0	5336.0	5335.0	5334.0	5921.0	5335.0	5337.0	5335.0	5335.0	6148.0	5336.0									
107	5981096443	202217968	130	39	5175	5174.0	5175.0	5174.0	5175.0	5176.0	5175.0	5174.0	5174.0	5173.0	437.0	5176.0	5173.0	5173.0	5907.0	5173.0	5176.0								
108	5981096443	139876032	131	110	5625	5623.0	5625.0	5626.0	5625.0	5630.0	5625.0	5626.0	5626.0	406.0	5626.0	5630.0	5623.0	5623.0											
109	5981096443	101259972	132	83	5435	338.0	5436.0	5436.0	338.0	5437.0	5436.0	5436.0	338.0	6926.0	338.0	5437.0	5435.0												
110	5981064408	323792491	0	88	5462	5463.0	5462.0	5464.0	5462.0	5465.0	5464.0	5464.0	5464.0	5462.0	5463.0	5465.0	5463.0												
111	5981064408	146711951	1	28	5115	5116.0	5114.0	5116.0	5116.0	5117.0	5116.0	5114.0	5114.0	5114.0	5960.0	5117.0	5115.0	5115.0											
112	5981064408	150862738	2	13	5069	5072.0	5069.0	5071.0	5069.0	5073.0	5069.0	5071.0	5071.0	5071.0	5072.0	5072.0	5072.0	6009.0	348.0	5073.0									
113	5981064408	156029808	3	123	8158	8429.0	8158.0	8429.0	8158.0	8106.0	8158.0	8429.0	9501.0	8429.0	9510.0	8106.0	9501.0	9501.0											
114	5981064408	389022189	4	44	5190	5191.0	5190.0	5192.0	5190.0	5193.0	5191.0	5191.0	5191.0	5190.0	559.0	5193.0	5192.0	5192.0	490.0	5192.0	5193.0								
115	5981064408	150970092	128	43	5090	5685.0	5090.0	5685.0	5090.0	5093.0	5090.0	5685.0	5091.0	5685.0	5091.0	5093.0	5091.0	5091.0	6628.0	6299.0	5093.0	6367.0							
116	5981064408	135492698	129	129	6495	6583.0	6583.0	6495.0	6583.0	6598.0	6583.0	6495.0	6495.0	5938.0	6582.0	6598.0	6582.0	6582.0	545.0	6582.0	6598.0	6584.0							
117	5981064408	925571030	130	84	5439	5440.0	5439.0	5438.0	5439.0	5441.0	5440.0	5439.0	5438.0	403.0	5438.0	5441.0	5438.0	5440.0	5440.0	6311.0	5441.0								
118	5981064408	246523528	131	6	5019	343.0	5019.0	343.0	5019.0	5022.0	5632.0	343.0	343.0	5921.0	5019.0	5022.0	5632.0	730.0	6029.0	5632.0	5632.0	5022.0	6202.0						
119	5981064408	106767376	132	86	5450	5448.0	5450.0	7320.0	5450.0	5452.0	5450.0	7320.0	5448.0	7320.0	7320.0	5448.0	897.0	5448.0	787.0	5452.0									
120	5981051534	94738847	0	29	5118	5120.0	5120.0	5119.0	5119.0	5121.0	5120.0	5120.0	5119.0	5918.0	5119.0	5121.0	5118.0	5118.0	5118.0	6945.0	5121.0								
121	5981051534	137129583	1	43	5090	5685.0	5090.0	5685.0	5090.0	5093.0	5090.0	5685.0	5091.0	5685.0	5939.0	5093.0	5091.0	5091.0	832.0	5091.0	5093.0	5976.0							
122	5981051534	94296097	2	103	5591	5589.0	5591.0	5589.0	5589.0	5594.0	5589.0	5593.0	5593.0	5917.0	5593.0	5594.0	5593.0	5591.0	5591.0										
123	5981051534	108382060	3	44	5190	5191.0	5190.0	5192.0	5190.0	5193.0	5191.0	5191.0	5191.0	6034.0	5190.0	5193.0	5192.0	5192.0	433.0	5192.0	5193.0	7383.0							
124	5981051534	182331313	4	26	5044	5045.0	5046.0	5044.0	5044.0	5047.0	5044.0	5046.0	5045.0	5045.0	5045.0	5047.0	5046.0	5046.0	5942.0	540.0									
125	5981051534	138857296	128	120	6344	7307.0	6344.0	7307.0	6344.0	6343.0	6344.0	7307.0	7307.0	9391.0	6461.0	6343.0	6461.0	6461.0	6463.0	6461.0	6343.0	9060.0							
126	5981051534	168028715	129	8	5028	5028.0	5029.0	5027.0	5028.0	5030.0	5028.0	730.0	5029.0	5921.0	5027.0	5030.0	5029.0	5029.0	628.0	5027.0	5027.0	5030.0	7021.0						
127	5981051534	202217968	130	52	5241	5243.0	5243.0	5241.0	5242.0	5244.0	5242.0	5242.0	5242.0	5931.0	5241.0	5243.0	5241.0	5243.0	5919.0	5244.0	5244.0	6672.0							
128	5981051534	139876032	131	88	5462	5464.0	5462.0	5462.0	5463.0	5465.0	5462.0	5464.0	5464.0	5464.0	402.0	5465.0	5463.0	5463.0	5903.0	5463.0	5465.0								
129	5981051534	101259972	132	58	5270	5268.0	5268.0	5269.0	5269.0	5267.0	5270.0	5270.0	5270.0	5269.0	6299.0	5267.0	5269.0	5268.0	6086.0	5268.0									
130	5981049190	58429537	0	103	5591	5589.0	5591.0	5589.0	5589.0	5594.0	5589.0	5593.0	5593.0	5593.0	5593.0	5594.0	5591.0	5591.0	5917.0										
131	5981049190	193815691	1	26	5044	5046.0	5045.0	5044.0	5044.0	5047.0	5044.0	5045.0	5045.0	5942.0	5045.0	5047.0	5046.0	5046.0	781.0	5046.0									
132	5981049190	104758571	2	65	5320	5322.0	5320.0	5322.0	5320.0	5323.0	5321.0	5320.0	5322.0	5322.0	5321.0	5323.0	5321.0	5948.0	512.0	5321.0	5323.0	6141.0							
133	5981049190	184138153	3	29	5118	5120.0	5119.0	5120.0	5120.0	5121.0	5120.0	5119.0	5119.0	6926.0	5119.0	5121.0	5118.0	5118.0	6946.0	5118.0	5121.0	6947.0							
134	5981049190	392565237	4	41	5182	5184.0	5182.0	5691.0	5182.0	5185.0	5184.0	5184.0	5182.0	6250.0	5184.0	5185.0	5691.0	5691.0	5993.0	5691.0	5185.0	6210.0							
135	5981049190	153727297	128	42	5087	5086.0	5088.0	5087.0	5087.0	5089.0	5087.0	5088.0	5088.0	6119.0	5088.0	5089.0	5086.0	5086.0	5919.0	5086.0	5089.0	447.0	741.0						
136	5981049190	248388120	129	32	5143	5145.0	5143.0	5145.0	5143.0	5144.0	5143.0	5145.0	5142.0	5982.0	5145.0	5144.0	5142.0	5142.0	5142.0	6193.0	5144.0	795.0							
137	5981049190	292829433	130	98	5526	5524.0	5526.0	5525.0	5526.0	5527.0	5525.0	5526.0	5524.0	7132.0	5525.0	5527.0	5525.0	5524.0	6948.0	5524.0	5527.0	6190.0							
138	5981049190	385295772	131	128	6483	6488.0	6488.0	6483.0	6488.0	6482.0	6488.0	6483.0	6483.0	5959.0	6480.0	6482.0	6480.0	6480.0	6479.0	6480.0	6482.0								
139	5981049190	190738832	132	58	5268	5270.0	5268.0	5269.0	5268.0	5267.0	5268.0	5269.0	5269.0	6299.0	5269.0	5267.0	5270.0	5270.0	6086.0	5270.0									
140	5981008349	323792491	0	88	5462	5464.0	5462.0	5464.0	5464.0	5465.0	5464.0	5463.0	5462.0	5463.0	5463.0	5465.0	5463.0	402.0											
141	5981008349	146711951	1	55	5256	5255.0	5256.0	5257.0	5256.0	5257.0	5256.0	5258.0	5257.0	5257.0	420.0	5255.0	5255.0	5255.0	6365.0	5258.0	5258.0	6047.0							
142	5981008349	150862738	2	94	5505	5506.0	5505.0	5504.0	5505.0	5504.0	5505.0	5504.0	5504.0	5507.0	5938.0	5507.0	5506.0	5506.0	5506.0	6687.0	5507.0	7389.0	6803.0						
